,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Date
0,DB Gold Double Short,3.1,3.02 - 3.08,,3.02,3 - 4.93,,3289.0,,,16110.0,29370000.0,,- 35.97%,,Commodity,2020-07-14
0,Deutsche X-trackers Harvest CSI 300 China A-Shares,34.91,34.5 - 35.03,,34.52,24.13 - 35.4,,8498553.0,,,4133407.0,406700000.0,,25.71%,,Equity,2020-07-14
0,Deutsche X-trackers MSCI EAFE Hedged Equity,30.47,30.52 - 30.89,,30.54,22.55 - 34.77,,1164204.0,,,1161106.0,8300000000.000001,,- 4.33%,,Equity,2020-07-14
0,Deutsche X-trackers MSCI Japan Hedged Equity,38.9,38.79 - 39.22,,38.79,29.38 - 43.78,,10505.0,,,67429.0,1760000000.0,,1.04%,,Equity,2020-07-14
0,Deutsche X-trackers MSCI Europe Hedged Equity,27.69,27.75 - 28.17,,27.75,20.49 - 32.18,,66890.0,,,130360.0,2360000000.0,,- 5.4%,,Equity,2020-07-14
0,Deutsche X-trackers High Yield Corporate,46.92,46.94 - 47.35,,46.94,38.04 - 50.68,,1051259.0,,,2905489.0,156730000.0,,- 6.1%,,Equity,2020-07-14
0,Deutsche X-trackers MSCI EAFE High Dividend Yield,20.46,20.57 - 20.92,,20.57,15.23 - 24.94,,26393.0,,,166000.0,4840000.0,,- 10.34%,,Equity,2020-07-14
0,Xtrackers International Real Estate,23.23,23.2 - 23.47,,23.2,17.67 - 31.12,,36802.0,,,71639.0,3770000.0,,- 20.09%,,Equity,2020-07-14
0,Deutsche X-trackers Municipal Infrastructure Reven,28.48,28.36 - 28.49,,28.36,24.3 - 29.48,,9143.0,,,17957.0,58530000.0,,2.63%,,,2020-07-14
0,Deutsche X-trackers MSCI Emerging Markets Hedged E,23.84,23.52 - 23.89,,23.52,16.55 - 24.58,,6186.0,,,21873.0,181360000.0,,6.24%,,Equity,2020-07-14
0,Deutsche X trackers Russell 1000,31.91,31.83 - 32.46,,31.87,21.89 - 37.44,,18469.0,,,59523.0,60820000.0,,- 7.75%,,Equity,2020-07-14
0,Deutsche X-trackers Harvest CSI 500,36.09,35 - 35.86,,35.59,23.52 - 36.55,,36170.0,,,11906.0,22520000.0,,41.25%,,Equity,2020-07-14
0,Deutsche X-trackers MSCI All World ex US Hedged Eq,27.03,26.97 - 27.31,,27.02,20.16 - 30.03,,5216.0,,,19722.0,91930000.0,,- 1.46%,,Equity,2020-07-14
0,Deutsche X-trackers MSCI All World ex US High Divi,21.47,21.54 - 21.8,,21.54,15.37 - 27,,2872.0,,,2257.0,3840000.0,,- 13.11%,,Equity,2020-07-14
0,Deutsche X trackers FTSE Developed,25.55,25.81 - 25.93,,25.9,18.58 - 29.15,,4513.0,,,12912.0,5130000.0,,- 8.16%,,Equity,2020-07-14
0,Deutsche X-trackers JPX-Nikkei 400 Equity,27.06,27.31 - 27.31,,27.31,20.82 - 29.7,,1.0,,,5113.0,16640000.0,,1.35%,,Equity,2020-07-14
0,Deutsche X-trackers MSCI Eurozone,29.63,29.84 - 30.07,,29.84,20.95 - 34.68,,592.0,,,3249.0,51160000.0,,- 3.92%,,Equity,2020-07-14
0,Deutsche X-trackers MSCI All China Equity,40.57,39.84 - 40.42,,40.04,28 - 41.44,,5100.0,,,10923.0,4430000.0,,22.61%,,Equity,2020-07-14
0,Deutsche X-trackers MSCI Germany Hedged Equity,26.98,27.45 - 27.45,,27.45,17.97 - 29.86,,20.0,,,1122.0,69170000.0,,2.24%,,Equity,2020-07-14
0,Deutsche Xtrackers MSCI Southern EU,20.69,21.08 - 21.08,,21.08,14.27 - 23.74,,,,,982.0,2270000.0,,- 6.51%,,Equity,2020-07-14
0,Deutsche X-trackers CSI 300 China A-Shares Hedged,25.86,25.69 - 26.01,,25.69,18.04 - 26.18,,118.0,,,636.0,2960000.0,,30.67%,,Equity,2020-07-14
0,Direxion Daily S P Oil Gas Exp Bull,29.13,28.27 - 31.59,,28.83,"0.43 - 2,412",,3711961.0,,,3917656.0,95530000.0,,- 98.88%,,Equity,2020-07-14
0,Direxion Daily Gold Miners Bull 3X Shares,80.08,78.77 - 86.2,,79.33,5.35 - 225.5,,4499690.0,,,5402962.0,2121000000.0,,- 45.02%,,Equity,2020-07-14
0,Direxion Daily Gold Miners Bear 3X Shares,23.94,22.05 - 24.28,,24.1,2.74 - 445,,5845937.0,,,3803402.0,248970000.0,,- 90.7%,,Equity,2020-07-14
0,Direxion Daily Junior Gold Miners Bear 3X Shares,15.59,14.32 - 15.8,,15.62,"2.37 - 1,062.5",,5121615.0,,,3187570.0,104990000.0,,- 97.36%,,Equity,2020-07-14
0,Direxion Daily S&P 500 Bear 3X Shares,7.32,7.01 - 7.52,,7.42,6.79 - 28.85,,60133629.0,,,51185518.0,436140000.0,,- 57.14%,,Equity,2020-07-14
0,Direxion Daily Semiconductor Bear 3X Shares,4.96,4.66 - 5.25,,5.04,4.36 - 54.39,,11863889.0,,,10160985.0,29600000.0,,- 89.36%,,Equity,2020-07-14
0,Direxion Daily Junior Gold Miners Bull 3X Shares,118.58,116.61 - 127.8,,118.05,"3.32 - 1,052.4",,1672020.0,,,2433374.0,1289000000.0,,- 81.21%,,Equity,2020-07-14
0,Direxion Daily Small Cap Bear 3X Shares,22.66,21.48 - 23.08,- 138.08%,22.7,18.71 - 118.69,,42460797.0,698870000.0,2.2%,23878544.0,623380000.0,- 3.25,- 49.76%,30841573.0,Equity,2020-07-14
0,Direxion Daily S&P 500 Bull 3X Shares,44.29,43.07 - 46.14,,43.62,16.51 - 76.33,,16153892.0,,,19239864.0,512740000.0,,- 19.71%,,Equity,2020-07-14
0,Direxion Daily Energy Bull 3X Shares,13.1,12.84 - 14.06,,12.89,0.73 - 201.2,,8076534.0,,,6864151.0,574940000.0,,- 93.65%,,Equity,2020-07-14
0,Direxion Daily Small Cap Bull 3X Shares,25.3,24.79 - 26.57,,25.21,10.09 - 77.89,,29287088.0,,,27128911.0,736440000.0,,- 59.69%,,Equity,2020-07-14
0,Direxion Daily SP Biotech Bear 3X,3.45,3.18 - 3.65,,3.43,2.92 - 28.82,,12872491.0,,,7606255.0,96850000.0,,- 81.98%,,Equity,2020-07-14
0,Direxion Daily Technology Bear 3X Shares,19.83,19.02 - 20.91,,20.35,4.95 - 65.7,,3767146.0,,,851420.0,15440000.0,,76.9%,,Equity,2020-07-14
0,Direxion Daily Brazil Bull 3X Shares,80.08,78.15 - 84.77,,78.63,"35.35 - 1,446.2",,488313.0,,,461700.0,73280000.0,,- 94.1%,,Equity,2020-07-14
0,Direxion Daily FTSE China Bull 3x Shares,17.34,16.38 - 17.15,,16.44,8.27 - 24.57,,4621273.0,,,2116761.0,133900000.0,,- 14.58%,,Equity,2020-07-14
0,Direxion Daily SP Biotech Bull 3X,58.89,55.45 - 63.38,,59.18,12.64 - 69.45,,2496724.0,,,2769616.0,300770000.0,,26.51%,,Equity,2020-07-14
0,Direxion Daily 20+ Year Treasury Bear 3X Shares,48.61,47.54 - 48.48,,47.73,4.56 - 63.71,,126858.0,,,218129.0,443550000.0,,240.17%,,,2020-07-14
0,Direxion Daily 20+ Year Treasury Bull 3X Shares,42.89,42.98 - 43.88,,43.68,23.43 - 58.3,,1329738.0,,,1120695.0,81550000.0,,82.12%,,,2020-07-14
0,Direxion Daily S P Oil Gas Exp Bear,6.18,5.63 - 6.34,,6.25,3.19 - 715.83,,8080066.0,,,8857866.0,22970000.0,,- 90.13%,,Equity,2020-07-14
0,Direxion Daily Semiconductor Bull 3X Shares,198.18,186.02 - 209.43,,194.9,53.5 - 331,,1699397.0,,,2274050.0,182630000.0,,22.7%,,Equity,2020-07-14
0,Direxion Daily Financial Bull 3X Shares,31.39,30.61 - 32.39,126.55%,31.02,14.25 - 108.13,0.16,5064147.0,1500000000.0,1.87%,6637327.0,1500000000.0,3.26,- 60.97%,47699289.0,Equity,2020-07-14
0,Direxion Daily Financial Bear 3X Shares,17.47,16.93 - 17.9,- 160.97%,17.73,13.8 - 77.64,,9723998.0,348930000.0,2.05%,6591944.0,1240000000.0,- 2.56,- 50.55%,19972860.0,Equity,2020-07-14
0,Direxion Daily CSI China Internet Bull 2X Shares,49.7,45.24 - 47.96,,47.5,17 - 54.51,,172174.0,,,77948.0,2390000.0,,114.87%,,Equity,2020-07-14
0,Direxion Daily Energy Bear 3X Shares,55.78,51.66 - 56.93,,56.9,35.3 - 379.37,,990980.0,,,366799.0,54360000.0,,38.07%,,Equity,2020-07-14
0,Direxion Daily CSI 300 China A Shar,31.22,30.46 - 31.44,,30.5,15.92 - 32.08,,426417.0,,,218302.0,54680000.0,,43.47%,,Equity,2020-07-14
0,Direxion Daily FTSE CHINA Bear 3x Shares,22.33,22.58 - 23.55,,23.5,19.76 - 70.38,,1080558.0,,,523919.0,68810000.0,,- 53.57%,,Equity,2020-07-14
0,Direxion Daily South Korea Bull 3X Shares,12.8,12.49 - 13.19,,12.49,4.28 - 28.11,,188246.0,,,205663.0,4780000.0,,- 39.05%,,Equity,2020-07-14
0,Direxion Daily Technology Bull 3X Shares,241.19,227.5 - 249.97,,234.47,74.15 - 335.53,,703138.0,,,616203.0,212470000.0,,36.23%,,Equity,2020-07-14
0,Direxion Daily Emerging Markets Bull 3X Shares,54.79,52.47 - 55.39,,52.86,21.06 - 98.1,,299379.0,,,345071.0,155680000.0,,- 29.34%,,Equity,2020-07-14
0,Direxion NASDAQ-100 Equal Weighted Shares,60.48,59.61 - 61.21,,60.16,40.13 - 62.41,,53623.0,,,61913.0,99060000.0,,18.5%,,Equity,2020-07-14
0,Direxion Daily Emerging Markets Bear 3X Shares,20.56,20.32 - 21.43,,21.27,19.23 - 77.63,,579843.0,,,538219.0,113480000.0,,- 51.41%,,Equity,2020-07-14
0,Direxion Daily Homebuilders & Supplies Bull 3X Sha,26.45,26.13 - 29.5,,26.36,4.76 - 98.55,,1587622.0,,,2132176.0,2900000.0,,- 46.62%,,Other,2020-07-14
0,Direxion Daily Real Estate Bull 3X Shares,9.51,9.38 - 9.81,,9.44,4.5 - 36.09,,263754.0,,,694454.0,88760000.0,,- 64.86%,,Other,2020-07-14
0,Direxion Daily Healthcare Bull 3X Shares,56.27,55.52 - 59.78,,55.94,23.55 - 80.51,,238038.0,,,181408.0,171080000.0,,1.15%,,Equity,2020-07-14
0,Direxion Zacks MLP High Income Shares,50.76,50.69 - 51.25,,51.25,3.27 - 68.33,,3818.0,,,8196.0,74820000.0,,264.66%,,Equity,2020-07-14
0,Direxion Daily Robotics Artificial Intelligence &,117.6,116.15 - 123.51,,117.02,3.01 - 126.42,,10236.0,,,21565.0,,,966.18%,,Equity,2020-07-14
0,Direxion Daily Real Estate Bear 3X Shares,16.68,16.08 - 16.85,,16.84,12.81 - 71.04,,240957.0,,,529496.0,16930000.0,,- 45.74%,,Other,2020-07-14
0,Direxion Daily Utilities Bull 3X Shares,21.55,21.67 - 22.52,,21.67,10.85 - 59.83,,55178.0,,,89728.0,,,- 44.64%,,Equity,2020-07-14
0,Direxion Daily Retail Bull 3X Shares,146.75,145.19 - 154.9,,145.3,4.1 - 175.4,,6357.0,,,24959.0,32770000.000000004,,478.9%,,Equity,2020-07-14
0,Direxion Daily Aerospace & Defense Bull 3X Shares,10.55,10.22 - 11.1,,10.5,5.07 - 72.28,,3901373.0,,,2310673.0,,,- 81.07%,,Equity,2020-07-14
0,Direxion Daily Transportation Bull 3X Shares,11.04,10.79 - 11.66,,10.79,4.34 - 30.84,,114471.0,,,296657.0,,,- 59.76%,,Equity,2020-07-14
0,Direxion Daily Regional Banks Bull 3X Shares,50.27,45.25 - 50.49,,48.94,3.5 - 116,,954411.0,,,449165.0,20230000.0,,12.97%,,Other,2020-07-14
0,Direxion Daily MSCI India Bull 3X Shares,24.37,22.58 - 23.99,,23.04,9.13 - 74.16,,204139.0,,,371535.0,85580000.0,,- 65.91%,,Equity,2020-07-14
0,Direxion Daily 7-10 Year Treasury Bear 3X Shares,7.83,7.79 - 7.83,,7.79,7.79 - 11.77,,2333.0,,,5973.0,29430000.0,,- 33.02%,,,2020-07-14
0,Direxion Daily Mid Cap Bull 3X Shares,18.56,18.17 - 19.4,,18.51,6.73 - 52.34,,69101.0,,,188274.0,67620000.0,,- 57.8%,,Equity,2020-07-14
0,Direxion Daily Russia Bull 3X Shares,15.83,15.34 - 16.03,,15.37,5.66 - 83,,187866.0,,,442271.0,201890000.0,,- 71.45%,,Equity,2020-07-14
0,Direxion Daily Developed Markets Bull 3X,40.2,40.23 - 41.91,,40.61,17.33 - 76.52,,6932.0,,,6532.0,19900000.0,,- 37.12%,,Equity,2020-07-14
0,Direxion Daily S&P 500 Bull 2X Shares,57.13,56.24 - 58.73,,56.7,28.74 - 73.22,,81627.0,,,31186.0,3240000.0,,- 2.49%,,Other,2020-07-14
0,Direxion All Cap Insider Sentiment Shares,33.1,32.93 - 33.74,,33.14,23.42 - 40.02,,5864.0,,,12695.0,227670000.0,,- 16.16%,,Equity,2020-07-14
0,Direxion Daily Latin America Bull 3X Shares,51.97,50.56 - 55.79,,51.33,1.52 - 510,,26506.0,,,40243.0,15750000.0,,- 89.87%,,Equity,2020-07-14
0,Direxion Daily Industrials Bull 3X Shares,14.0,13.78 - 14.91,,13.78,5.89 - 41.55,,89922.0,,,92765.0,,,- 58.76%,,Equity,2020-07-14
0,Direxion Daily FTSE Europe Bull 3X Shares,16.58,16.62 - 17.47,,16.62,6.43 - 35,,71091.0,,,63046.0,24710000.0,,- 41.54%,,Equity,2020-07-14
0,Direxion Daily CSI 300 China,21.35,21.28 - 21.58,,21.52,21.06 - 32.83,,30449.0,,,21845.0,90850000.0,,- 29.09%,,Equity,2020-07-14
0,Direxion Daily Pharmaceutical & Medical Bull 2X Sh,15.2,14.94 - 15.73,,15.11,6.55 - 29.7,,52495.0,,,97133.0,1180000.0,,- 7.88%,,Other,2020-07-14
0,Direxion Daily SP 500 Bull,42.25,41.8 - 43.02,,42.1,26.08 - 47.62,,2463.0,,,7832.0,7380000.0,,3.07%,,Equity,2020-07-14
0,Direxion Daily S&P 500 Bear 1X Shares,22.4,22.08 - 22.59,,22.52,21.85 - 33.81,,648979.0,,,546193.0,38930000.0,,- 15.05%,,Equity,2020-07-14
0,Direxion Daily 7-10 Year Treasury Bull 3X Shares,68.31,68.26 - 68.95,,68.56,49.37 - 71.61,,7757.0,,,14392.0,4240000.0,,37.72%,,,2020-07-14
0,Direxion Daily MSCI Mexico Bull 3X Shares,25.36,24.88 - 26.31,,25.44,1.88 - 166.58,,8549.0,,,31011.0,,,- 80.5%,,Equity,2020-07-14
0,Direxion Daily Japan Bull 3x Shares,43.5,43.5 - 44.56,,43.72,20.7 - 67.75,,971.0,,,5646.0,7240000.0,,- 16.65%,,Equity,2020-07-14
0,Direxion Daily 20+ Year Treasury Bear 1X Shares,13.77,13.69 - 13.75,,13.69,13.36 - 18.79,,3348.0,,,844.0,5410000.0,,- 26.6%,,,2020-07-14
0,Direxion Auspice Broad Commodity Strategy,21.7,21.67 - 21.68,,21.68,21.06 - 23.92,,1970.0,,,3948.0,,,- 7.95%,,Commodity,2020-07-14
0,Direxion Daily Communication Services Idx Bear 3X,35.09,33.63 - 36.21,,34.33,12.78 - 49.41,,12565.0,,,18130.0,,,- 4.75%,,Equity,2020-07-14
0,Direxion Daily Small Cap Bull 2X Shares,31.98,31.32 - 32.85,,31.32,16.37 - 55.33,,1805.0,,,10923.0,2680000.0,,- 32.94%,,Other,2020-07-14
0,Direxion Daily Small Cap Bull 1.25X Shares,27.39,27.9 - 27.9,,27.9,17.67 - 39.88,,24.0,,,668.0,6200000.0,,- 22.87%,,Other,2020-07-14
0,Direxion Daily Communication Services Idx Bear 3X,35.09,33.63 - 36.21,,34.33,12.78 - 49.41,,12565.0,,,18130.0,,,- 4.75%,,Equity,2020-07-14
0,Direxion Daily Consumer Staples Bull 3X Shares,24.27,24.22 - 25.52,,24.22,13.02 - 37.05,,14098.0,,,19616.0,,,- 20.01%,,Equity,2020-07-14
0,Direxion Daily Consumer Staples Bear 3X Shares,10.9,10.34 - 11.01,,11.01,10.34 - 25.26,,2252.0,,,5187.0,,,- 41.08%,,Equity,2020-07-14
0,Direxion Daily Consumer Discretionary Bull 3X Shs,29.09,27.81 - 30.06,,28.76,7.52 - 41.29,,30230.0,,,39053.0,,,- 18.31%,,Equity,2020-07-14
0,Distillate US Fundamental Stability & Value,30.45,30.39 - 31.03,,30.39,20.95 - 32.97,,22993.0,,,32142.0,,,8.87%,,Equity,2020-07-14
0,Doubleline Opportunistic Credit,18.95,18.69 - 19.31,,18.91,14.8 - 21.21,,62668.0,,,71011.0,,,- 9.16%,,Other,2020-07-14
0,Rogers International Commodity Total Return,4.1,4.07 - 4.12,,4.07,3.2 - 5.48,,118067.0,,,92989.0,382750000.0,,- 22.79%,,Commodity,2020-07-14
0,Rogers International Commodity Agriculture Total R,5.0,5.01 - 5.03,,5.01,4.27 - 5.63,,5551.0,,,59803.0,131070000.0,,- 9.75%,,Commodity,2020-07-14
0,Rogers International Commodity Energy Total Return,1.42,1.421 - 1.45,,1.45,0.87 - 3.16,,3426.0,,,8175.0,18880000.0,,- 52.67%,,Commodity,2020-07-14
0,Rogers International Commodity Metals Total Return,8.59,8.6 - 8.6,,8.6,5.86 - 8.6,,,,,708.0,12760000.0,,8.05%,,Commodity,2020-07-14
0,Swedish Export Credit ELEMENTS Linked to MLCX Grai,2.71,2.66 - 2.66,,2.66,2.46 - 3.34,,49.0,,,1954.0,5300000.0,,- 19.82%,,Commodity,2020-07-14
0,ELEMENTS SPECTRUM Large CAP US Momentum,23.59,23.9 - 23.9,,23.9,15.05 - 26.31,,,,,98.0,3620000.0,,8.56%,,Equity,2020-07-14
0,ELEMENTS Linked to MLCX Biofuels Total Return,5.12,5.05 - 5.19,,5.05,4.36 - 6.15,,652.0,,,593.0,1430000.0,,- 17.02%,,Commodity,2020-07-14
0,Entrepreneur 30 Fund,22.17,21.69 - 22.36,,22.3,14 - 22.99,,5035.0,,,8532.0,,,21.75%,,Equity,2020-07-14
0,ROBO Global Robotics Automation,44.03,43.76 - 44.67,,43.89,28.27 - 45.47,,73350.0,,,228146.0,,,14.04%,,Equity,2020-07-14
0,EMQQ Emerging Markets Internet and Ecommerce,50.57,48.75 - 50.02,,49.59,26 - 53.01,,673915.0,,,199865.0,29530000.0,,56.95%,,Equity,2020-07-14
0,Hull Tactical US,24.36,24.52 - 24.52,,24.52,13.67 - 27.5,,91.0,,,2800.0,96460000.0,,- 4.43%,,Equity,2020-07-14
0,InfraCap MLP,15.5,15.34 - 15.74,,15.47,0.72 - 25.4,,66088.0,,,95478.0,235040000.0,,168.17%,,Equity,2020-07-14
0,ETFis Virtus WMC Global Factor Opportunities,25.66,25.96 - 25.96,,25.96,18.5 - 28.31,,,,,439.0,,,- 3.7%,,Equity,2020-07-14
0,AI Powered Equity,28.81,28.5 - 29.18,,28.64,19.14 - 30.36,,13601.0,,,19635.0,,,6.82%,,Equity,2020-07-14
0,Etho Climate Leadership US,41.34,41.21 - 42.02,,41.36,27.77 - 45.13,,10576.0,,,7719.0,10000000.0,,3.71%,,Equity,2020-07-14
0,BlueStar TA-BIGITech Israel Tech,48.6,48 - 49.23,,48.44,29.62 - 50.06,,8132.0,,,16107.0,5240000.0,,20.87%,,Equity,2020-07-14
0,ETFS Physical Swiss Gold Shares,17.33,17.29 - 17.43,,17.31,13.51 - 17.49,,1537863.0,,,1547880.0,995090000.0,,27.05%,,Commodity,2020-07-14
0,ETFS Physical Silver Shares,18.41,18.36 - 18.7,,18.39,11.3 - 19.03,,243003.0,,,353272.0,346690000.0,,24.48%,,Commodity,2020-07-14
0,ETFS Physical Platinum Shares,78.65,76.69 - 77.96,,77.5,55 - 96.93,,147813.0,,,135129.0,547920000.0,,0.27%,,Commodity,2020-07-14
0,ETFS Physical Precious Metal Basket Shares,85.26,84.84 - 85.58,,85.09,64.66 - 86.26,,21339.0,,,32323.0,290200000.0,,25.14%,,Commodity,2020-07-14
0,ETFS Physical Palladium Shares,187.4,182.74 - 187,,186.0,130.04 - 273.16,,23133.0,,,30737.0,195030000.0,,28.12%,,Commodity,2020-07-14
0,ETFS Bloomberg All Commodity Strategy K-1 Free,18.58,18.56 - 18.75,,18.58,16.36 - 23.11,,101258.0,,,100474.0,,,- 18.72%,,Commodity,2020-07-14
0,ETFS Bloomberg All Commodity Longer Dated Strategy,21.43,21.52 - 21.52,,21.52,18.71 - 24.7,,812.0,,,1174.0,,,- 12.64%,,Commodity,2020-07-14
0,U.S. Global GO GOLD and Precious Metal Miners,21.43,21.14 - 22.37,,21.42,8.96 - 22.73,,68740.0,,,106326.0,,,46.28%,,Commodity,2020-07-14
0,Opus Small Cap Value Plus,21.52,21.42 - 21.77,,21.42,15.35 - 27.66,,27209.0,,,8939.0,,,- 15.57%,,Equity,2020-07-14
0,Deep Value,22.0,21.66 - 22.28,,22.25,16.14 - 33.54,,,,,21439.0,85350000.0,,- 31.92%,,Equity,2020-07-14
0,AlphaClone Alternative Alpha,57.83,57.61 - 58.57,,57.61,37.22 - 63.01,,4565.0,,,2111.0,33200000.000000004,,6.32%,,Other,2020-07-14
0,Aptus Behavioral Momentum,32.65,32.34 - 32.93,,32.69,25.66 - 33.39,,5956.0,,,14120.0,,,5.05%,,Equity,2020-07-14
0,LHA Market State Tactical U.S. Equity,22.97,22.91 - 22.91,,22.91,19.97 - 25.51,,,,,2880.0,,,- 5.45%,,Equity,2020-07-14
0,Change Finance Diversified Imp US Large Cap Fossil,23.21,23.24 - 24.94,,23.24,15 - 25.63,,26601.0,,,5128.0,,,5.07%,,Commodity,2020-07-14
0,Defiance Quantum,31.2,30.83 - 31.61,,31.01,19.7 - 32.06,,10438.0,,,10569.0,,,23.96%,,Equity,2020-07-14
0,Gadsden Dynamic Multi-Asset,26.94,26.92 - 27.21,,26.92,20.22 - 27.52,,3101.0,,,8847.0,,,5.9%,,Equity,2020-07-14
0,Loncar Cancer Immunotherapy,26.28,26.21 - 26.82,,26.57,12 - 28.1,,4126.0,,,18107.0,22610000.0,,24.79%,,Equity,2020-07-14
0,CBOE Vest S&P 500 Dividend Aristocrats Target Inco,40.94,40.83 - 41.69,,40.83,30 - 47.39,,4929.0,,,8898.0,,,- 6.55%,,Equity,2020-07-14
0,AAM S&P Developed Markets High Dividend Value,19.85,20.24 - 20.24,,20.24,14.19 - 29,,2.0,,,888.0,,,- 22%,,Equity,2020-07-14
0,American Energy Independence,14.99,14.9 - 15.32,,14.9,8.25 - 24.89,,1276.0,,,10196.0,,,- 40.29%,,Equity,2020-07-14
0,American Customer Satisfaction Core Alpha,34.09,34.06 - 34.47,,34.06,24.32 - 37.84,,995.0,,,349.0,,,- 1.31%,,Equity,2020-07-14
0,AI Powered International Equity,26.02,25.99 - 26.55,,25.99,17.05 - 27.61,,1010.0,,,2645.0,,,2.2%,,Equity,2020-07-14
0,AlphaMark Actively Managed Small,20.25,20.25 - 20.74,,20.61,15.55 - 25.4,,,,,1147.0,25310000.0,,- 14.3%,,Equity,2020-07-14
0,ClearShares Ultra Short Maturity,100.13,100.13 - 100.15,,100.13,97.59 - 100.93,,26908.0,,,5979.0,,,- 0.02%,,,2020-07-14
0,U.S. Diversified Real Estate,25.85,25.8 - 26.26,,26.26,19.42 - 34.54,,32961.0,,,26547.0,,,- 18.12%,,Equity,2020-07-14
0,Perth Mint Physical Gold,17.97,17.91 - 18.07,,17.93,14 - 18.11,,320713.0,,,343003.0,,,27.18%,,Commodity,2020-07-14
0,Fundamental Income Net Lease Real Estate,21.44,21.33 - 21.58,,21.36,13.24 - 30.5,,14885.0,,,16918.0,,,- 19.46%,,Equity,2020-07-14
0,Vesper US Large Cap Short-Term Reversal Strategy,27.22,27.41 - 27.82,,27.41,15.88 - 28.95,,7941.0,,,9778.0,,,3.85%,,Equity,2020-07-14
0,Innovation Shares NextGen Protocol,30.84,30.47 - 31,,30.69,20.62 - 31.76,,3621.0,,,3740.0,,,10.3%,,Equity,2020-07-14
0,QRAFT AI-Enhanced U.S. Large Cap,30.57,30.98 - 30.98,,30.98,20.67 - 31.42,,187.0,,,1371.0,,,14.37%,,Equity,2020-07-14
0,QRAFT AI-Enhanced U.S. Large Cap Momentum,31.01,30.34 - 31.48,,31.32,19.86 - 33.08,,970.0,,,632.0,,,16.49%,,Equity,2020-07-14
0,Fidelity MSCI Real Estate,22.98,22.93 - 23.26,,23.04,16.54 - 29.91,,880587.0,,,700106.0,191450000.0,,- 14.06%,,Equity,2020-07-14
0,Fidelity MSCI Information Technology,83.23,81.56 - 84.3,,82.57,53 - 86.4,,622190.0,,,509494.0,646940000.0,,28.56%,,Equity,2020-07-14
0,Fidelity MSCI Utilities,37.31,37.26 - 37.82,,37.26,28.3 - 46.28,,275504.0,,,204247.0,188940000.0,,- 6.35%,,Equity,2020-07-14
0,Fidelity Total Bond,54.3,54.38 - 54.61,,54.39,45.08 - 54.61,,173291.0,,,216205.0,233630000.0,,6.66%,,,2020-07-14
0,Fidelity MSCI Energy,9.28,9.2 - 9.63,,9.22,6 - 17.16,,565397.0,,,1171325.0,516260000.0,,- 46.51%,,Equity,2020-07-14
0,Fidelity MSCI Financials,33.3,32.9 - 33.54,,33.17,24.51 - 45.33,,145261.0,,,251927.0,682030000.0,,- 19.02%,,Equity,2020-07-14
0,Fidelity Core Dividend,27.06,26.87 - 27.42,,26.94,19.51 - 33.47,,68341.0,,,152310.0,34430000.0,,- 10.78%,,Equity,2020-07-14
0,Fidelity MSCI Industrials,35.58,35.28 - 36.32,,35.46,24.75 - 43.9,,138673.0,,,119203.0,300800000.0,,- 11.43%,,Equity,2020-07-14
0,Fidelity MSCI Consumer Staples,35.81,35.68 - 36.41,,35.72,28.26 - 38.7,,575362.0,,,192080.0,237800000.0,,- 0%,,Equity,2020-07-14
0,Fidelity MSCI Health Care,50.27,50.12 - 51.39,,50.22,35.74 - 51.64,,340624.0,,,286020.0,639470000.0,,12.06%,,Equity,2020-07-14
0,Fidelity Corporate Bond,56.1,56.1 - 56.5,,56.1,44.1 - 57.16,,62335.0,,,36544.0,39670000.0,,8.95%,,,2020-07-14
0,Fidelity MSCI Consumer Discretionary,55.1,53.79 - 55.52,,54.95,31.21 - 57.91,,302807.0,,,180947.0,237290000.0,,15.95%,,Equity,2020-07-14
0,Fidelity MSCI Telecommunications Services,36.73,36.22 - 37.12,,36.47,25.42 - 38.44,,458574.0,,,142677.0,137110000.0,,6.06%,,Equity,2020-07-14
0,Fidelity Low Volatility,36.81,36.62 - 37.34,,36.62,26.22 - 40.91,,43227.0,,,89021.0,13080000.0,,0.38%,,Equity,2020-07-14
0,Fidelity High Yield Factor,51.96,52.13 - 52.53,,52.15,41.13 - 54.5,,20741.0,,,30362.0,,,- 0.36%,,,2020-07-14
0,Fidelity Dividend for Rising Rates,31.01,30.79 - 31.41,,30.87,22.23 - 36.48,,39699.0,,,43989.0,650140000.0,,- 4.58%,,Equity,2020-07-14
0,Fidelity Value,34.02,33.66 - 34.36,,33.85,23.89 - 39.28,,21384.0,,,63877.0,21010000.0,,- 2.21%,,Equity,2020-07-14
0,Fidelity MSCI Materials,31.45,31.32 - 32.3,,31.32,20.76 - 34.58,,583243.0,,,63102.0,196900000.0,,- 3.65%,,Equity,2020-07-14
0,Fidelity NASDAQ Composite,405.21,395.41 - 407.96,,400.57,257.38 - 424.33,1.46,86280.0,1760000000.0,0.97%,60655.0,701840000.0,1.16,25.11%,6420000.0,Equity,2020-07-14
